FatorF;Kd;Ud;grav_residual190km_ght;grav_residual100km;mag_asvi;mag_gt;probability;prediction;longitude;latitude
0.088365436;0.49837723;0.4951968;0.0007263945;3.2532716;906.4294;0.45214856;0.00015582774;0;-49.81;-6.31
0.08354925;-0.9831497;-0.6950495;8.5958665e-05;-13.548951;63.89535;0.023870256;7.643602e-05;0;-51.66;-6.13
0.015140403;-3.563424;-0.6954636;0.00071608945;-1.8448452;50.0148;0.011086103;0.003286444;0;-49.84;-5.68
0.026404765;-3.653864;-0.21305203;0.00034683198;-2.6048543;158.04271;0.027934937;0.0002484536;0;-51.97;-6.21
0.16183227;0.39080518;0.35837072;0.0009345836;2.3488634;30.957476;0.014653923;0.00075848034;0;-51.55;-6.41
0.025708864;-0.25546348;-0.46981227;0.0021561685;-0.30775616;562.8233;0.1925941;4.4583776e-05;0;-49.9;-6.27
0.077661835;-0.6972926;0.2750803;0.00048663415;13.249381;213.34526;0.05800189;0.9803709;1;-51.48;-5.95
0.064034514;-0.7517624;-1.3450413;0.00044711752;-8.86654;63.236023;0.032679465;3.1684885e-05;0;-49.94;-6.47
0.17171575;-0.113685675;0.36184093;0.000727706;-2.6143887;157.91568;0.03514276;0.00054560706;0;-51.84;-6.27
0.057750393;-0.9562289;-0.72924054;0.0010551526;-1.7478769;200.75249;0.01576025;0.011156043;0;-51.9;-5.96
0.14848633;0.61457235;0.18459556;0.0006634851;-7.0438967;150.15633;0.054523833;0.00013628355;0;-49.73;-5.92
0.14721166;0.74979883;0.6466787;0.00026787893;4.9118843;162.22986;0.068995446;0.00027447037;0;-50.56;-6.26
0.2620739;0.62287253;0.1344488;0.0012764913;1.7120845;713.85034;0.19808929;0.00093158585;0;-49.66;-6.54
0.122530684;0.088797316;0.16102007;0.00071213394;-4.869529;272.47464;0.04176612;1.2406242e-05;0;-50.6;-6.49
0.22389528;0.27030474;-0.07430373;0.00027566793;1.6111342;46.800335;0.00881112;4.130348e-05;0;-50.85;-6.81
0.05255097;-0.44201127;-0.9950006;0.00031548977;1.1648487;44.06128;0.004214437;0.00018183753;0;-50.89;-6.88
0.01871889;-0.24453016;0.1577159;0.00043291046;-3.8768287;76.28165;0.0083096605;5.535219e-06;0;-50.06;-6.77
0.060071476;-1.105592;0.15309772;0.0012906084;7.956764;56.745556;0.019957501;0.78286946;0;-51.62;-5.98
0.17404976;0.41953;0.3924794;0.0011701365;1.9046344;51.88154;0.01523523;0.0025679497;0;-51.03;-6.8
0.10766491;0.548115;-0.22355013;3.7469104e-05;1.3708242;59.12541;0.012546022;4.381895e-05;0;-49.89;-6.73
0.041665643;-0.15773459;0.54656696;0.00040600737;6.109316;107.66309;0.04761056;3.419341e-05;0;-49.63;-5.67
0.19843028;-0.5975529;-0.11408023;0.00077481655;-2.277365;75.88275;0.023895942;0.7507433;0;-51.93;-6.48
0.11039565;-0.21126357;-0.34352437;0.00073650724;10.577183;380.3973;0.16740908;0.003654698;0;-51.72;-6.5
0.32976782;0.67111635;0.02602697;0.0006530598;-1.3011874;305.77652;0.05423318;0.002895299;0;-50.46;-6.57
0.21363729;0.38350138;-0.15980536;0.0010218165;0.69644856;155.46692;0.0038793222;2.2803215e-06;0;-52.37;-6.81
0.25626716;0.8604734;0.55194765;0.0002857156;-4.007277;91.5942;0.0077278134;4.203695e-05;0;-50.08;-6.8
0.30292097;-0.004558668;0.43604347;0.0016868092;-2.365492;218.85742;0.09053658;0.022100873;0;-51.85;-6.55
0.528584;0.9522235;0.26618597;0.0013955582;-6.151693;119.336784;0.00785722;0.00034261437;0;-49.65;-6.73
0.065639056;-0.51809067;0.2730808;0.0007898825;-0.18097372;240.35909;0.07423326;0.1346435;0;-51.75;-6.29
0.22891913;0.66756326;0.24966635;0.00073040964;-5.1484957;84.782555;0.032454353;5.075321e-05;0;-51.39;-6.38
0.24773763;0.7257847;0.096597575;0.0011903229;2.8001661;108.704;0.019442111;0.00016682544;0;-49.65;-6.66
0.031073868;-0.029210262;-0.0002575379;0.0017063322;20.172249;1626.5419;0.67198604;0.00063017017;0;-50.29;-6.43
0.10898114;0.6376328;-0.2661691;2.5664225e-05;9.752675;119.3305;0.029099029;2.7903811e-06;0;-51.26;-6.05
0.04952639;-1.4626743;0.29100582;0.0014971554;6.5463996;192.70102;0.09164399;0.088452555;0;-51.72;-6.54
0.10931508;0.18650776;0.109730035;0.0009821276;-1.8520081;94.721954;0.02004956;0.00018389044;0;-51.77;-6.84
0.24844779;0.62574285;-0.21759383;0.00064528274;4.163477;41.2482;0.014645838;0.00025401055;0;-50.76;-6.76
0.060620893;-0.922417;0.34371966;0.0006528657;0.98535156;58.748615;0.004083746;0.06645945;0;-51.58;-6.78
0.10436249;-0.8256426;-0.14219372;0.00025394268;-6.3368826;126.96673;0.012709453;0.0008860632;0;-52.31;-6.73
-0.024421385;9.443282;0.5580665;0.0013535265;2.8362355;157.06613;0.07192243;1.5267959e-05;0;-49.74;-6.39
0.3462478;0.43013752;0.31739223;0.002509509;-0.0149982935;131.62456;0.035102148;0.54156774;0;-51.52;-6.04
0.20673218;0.49777445;-0.49213007;0.0007133876;0.9618241;331.23038;0.03999418;7.8482706e-05;0;-49.64;-6.58
0.07080635;-0.8140207;0.14113979;0.00023308976;-2.1826162;77.9483;0.005849965;0.042041738;0;-51.38;-6.89
0.060096726;0.033778492;0.5574159;0.0012390058;9.900568;85.87146;0.0055659483;7.2993726e-06;0;-50.13;-6.92
0.10429371;-0.5172571;0.4371333;0.0018363472;2.1900957;102.55295;0.021523576;0.5225233;0;-51.48;-5.87
0.093592376;-0.9380588;0.09644714;0.00092192506;1.5462946;131.24722;0.084618784;0.9609844;0;-50.54;-5.79
0.033330176;-2.0796869;0.03828929;0.0005239562;-8.657686;66.30751;0.0059240614;0.00015776882;0;-49.85;-5.83
0.11578035;-0.6644825;-0.026952317;9.3117684e-05;-4.8864875;322.9557;0.02949875;6.618676e-05;0;-52.26;-5.81
0.01803365;-1.3738396;0.32421085;0.00027412802;0.4524537;31.268932;0.0058324095;7.5212336e-07;0;-50.05;-5.69
0.080820285;0.36438045;-0.40890056;0.0013321718;-0.33192614;283.4837;0.10715431;0.013649251;0;-51.87;-6.33
0.015786419;-1.6365105;0.20525292;0.00049040647;0.46724677;87.40463;0.020728303;0.00046062894;0;-50.22;-5.8
0.0028485036;-17.333033;-1.1103054;0.0023070665;10.641249;641.8754;0.6040879;0.008657959;0;-50.2;-6.04
0.013015328;-6.8952866;-0.84416497;0.00019788173;8.977985;97.68814;0.027880197;0.008896606;0;-52.15;-6.44
0.18008935;0.16362603;0.50992286;0.00025213955;1.6286927;80.48801;0.010873884;2.4342023e-06;0;-51.05;-5.82
0.13821407;0.86916107;0.055353332;0.00029275529;-6.2664456;73.66529;0.0035322045;3.6617777e-05;0;-50.38;-6.92
0.12707774;-0.019440066;-0.4224337;0.00048766282;-2.8264935;235.5075;0.012519921;0.007822811;0;-52.19;-5.9
0.048138388;-0.8063023;-0.31240588;0.0007134205;12.404378;179.89099;0.119099356;0.87095726;0;-51.74;-6.44
0.13805224;-0.33327302;0.31107482;0.00076151127;-1.9366373;73.65933;0.024017852;0.095620655;0;-50.88;-5.78
0.0177602;-2.282544;-0.75516486;0.0015479856;1.7249593;67.11995;0.017853111;0.000774843;0;-49.92;-5.65
0.13896213;0.6333678;-0.32964206;0.0008489157;11.829962;479.9004;0.14133883;0.00021380109;0;-50.12;-6.26
0.071023576;-0.1773453;0.4216112;0.0009626423;2.3904076;195.6421;0.023207275;3.1952208e-05;0;-52.35;-6.29
0.3537247;-0.85328573;0.24475056;0.00018689183;-2.850541;132.8809;0.0035727464;0.011469418;0;-52.2;-6.1
0.1141703;0.5450902;0.111857824;0.0007274612;12.158187;118.21214;0.018439095;2.2356225e-07;0;-50.6;-6.07
0.048777692;-0.35314825;0.033560526;0.0003579737;-1.8215379;75.83788;0.0076507246;0.018292438;0;-49.91;-6.67
0.012913143;-4.342216;-0.25212467;0.00046467525;-7.801306;116.63434;0.015028369;0.124473;0;-50.62;-5.61
0.1151235;0.4596476;-0.09479999;0.0017667176;-7.5759788;189.84915;0.02639283;3.671719e-05;0;-50.42;-5.97
0.011931298;-2.674283;-0.050599895;0.00031859917;1.262843;40.142323;0.0039588157;1.06129255e-05;0;-50.14;-5.72
0.08357419;0.51358265;-0.21690783;0.002416495;14.180272;193.8683;0.068714395;0.00011291253;0;-51.06;-6.58
0.031575777;-0.75431013;0.046173707;0.000487152;-7.6291976;16.83924;0.017842036;1.5350871e-06;0;-50.81;-5.67
0.030497361;-2.2165453;-0.054758158;0.001010178;2.0590684;234.48169;0.022367107;0.0008954548;0;-52.41;-6.93
0.036678568;-2.334441;-0.007380881;0.00034661597;5.3904586;147.53497;0.017901536;0.00081440626;0;-52.4;-6.11
0.044360854;-2.0742702;-0.95509636;0.0004768955;-5.9384995;294.49847;0.02765167;0.014053065;0;-50.18;-6.49
0.043658905;-2.1735826;-0.14814161;0.00048613752;-4.8351593;231.80385;0.02795167;0.71195793;0;-51.93;-5.71
0.119066276;0.2543724;0.012024255;0.0006606891;-5.4075522;426.07968;0.1586189;0.00011606435;0;-50.53;-6.55
0.093814366;-0.452752;0.21993715;0.00081854546;-1.6044222;105.316185;0.016236518;0.0025897794;0;-51.32;-5.79
0.12354383;0.3548554;0.40088585;0.0018621802;1.0017601;204.11235;0.027430551;3.9376578e-06;0;-50.08;-6.4
0.12112491;-0.5282289;-0.750185;0.00056050677;0.11443674;28.860983;0.012500638;0.041394256;0;-49.63;-6.2
0.14213799;0.47912666;0.16243184;0.0014308135;4.0064034;67.755585;0.03202051;0.0011750108;0;-50.01;-5.62
0.13623975;-0.2924611;0.22922495;0.00032140914;-5.4578776;43.168636;0.009836767;9.540627e-05;0;-51.86;-6.74
0.055829737;-0.7053444;-0.0072409185;0.0006760682;-4.2682533;633.03217;0.57543576;0.008859125;0;-50.88;-6.55
0.27847177;0.86173093;0.49297786;0.0003043206;-7.021817;74.47476;0.0060454533;0.00014616651;0;-50.35;-6.89
0.10288085;-0.3370197;0.18971851;0.0012056528;-7.900764;60.984985;0.0073947003;0.030141465;0;-51.69;-6.08
0.14293824;-0.063416764;-0.23931517;0.00011562862;-1.5897257;206.48172;0.0028788385;6.934909e-05;0;-52.29;-5.92
0.031200565;-7.4855657;0.058658376;0.0006011026;8.600762;119.595436;0.019061442;0.36472312;0;-51.71;-5.87
0.17015497;-0.26973757;0.048216905;0.00073517155;-3.5075195;67.515236;0.01988281;0.2827691;0;-51.03;-6.35
0.028023632;-2.874674;-0.006041578;0.00035509118;7.150311;86.39856;0.02337157;0.008232196;0;-52.11;-6.42
0.09577615;-0.6295539;0.010973176;0.0004000069;-8.598659;412.5432;0.06667866;0.1339336;0;-52.22;-5.74
0.057449736;-4.790185;0.36641595;0.00145476;4.6072297;64.2594;0.028499706;0.99389195;1;-51.52;-5.86
0.10324119;-0.003608116;0.25985348;0.0007619933;-7.8868027;70.30741;0.013169341;0.0013820851;0;-50.71;-6.15
0.032392055;0.047599405;-3.8694518;0.0006536929;-0.78291273;257.3685;0.041424785;3.1687603e-05;0;-51.9;-5.91
0.031632047;-1.9938203;0.03982385;0.00012948723;-2.9161794;272.6109;0.028505452;1.593928e-05;0;-52.33;-5.78
0.022919616;-1.080002;-0.24857137;0.00078994385;-6.011353;147.64575;0.054791443;0.0049632294;0;-50.62;-5.64
0.18989925;-0.100729294;0.3533593;0.0011921766;-1.4767479;333.91525;0.060002375;0.01033116;0;-50.51;-6.37
0.078295186;-2.8229828;0.25798464;0.00040958074;-6.0298085;97.957375;0.036275767;0.98812324;1;-51.16;-5.69
0.09464191;-0.082845956;-0.042267878;0.00041436483;-2.4030364;146.9697;0.06533974;0.63005596;0;-51.51;-6.31
0.08185016;-0.39988697;0.42784607;0.0011608093;4.66539;146.72449;0.010005781;0.0032729593;0;-51.87;-6.01
0.028300054;-0.20228426;-0.60198385;0.00066158694;-0.9085428;138.28307;0.044513077;0.016084392;0;-51.39;-6.3
0.046053626;-0.41118753;-0.24694124;0.0012796534;8.970336;129.22636;0.043617044;0.005654911;0;-51.65;-5.84
0.06282925;-1.268902;-0.31844333;0.0017506949;-0.46243742;82.11944;0.007974681;0.9964318;1;-51.73;-6.04
0.061133634;0.11381828;-0.49535224;0.00030702585;-0.1506014;143.44424;0.049993016;0.18509533;0;-51.46;-6.31
0.009785766;-5.8983483;-0.86524457;0.000504393;1.9421996;130.46556;0.0053099077;0.00016296963;0;-52.44;-5.96
